ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
11,I think you're a really hateful person and your hair is ugly,"Sorry, what did you say?",What is the intended meaning of the target?,"['I am very shocked by your words, try repeating them if you want to fight', ""I didn't understand what you said, can you repeat it?"", ""I didn't understand what you said"", ""I'm sorry for what you said""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I think you're a really hateful person and your hair is ugly
Target sentence: Sorry, what did you say?
Question: What is the intended meaning of the target?
Choices:

1. I am very shocked by your words, try repeating them if you want to fight
2. I didn't understand what you said, can you repeat it?
3. I didn't understand what you said
4. I'm sorry for what you said
 The correct answer is:","[('I am very shocked by your words, try repeating them if you want to fight', 0.25481316447257996), (""I didn't understand what you said, can you repeat it?"", 0.307363361120224), (""I didn't understand what you said"", 0.23937483131885529), (""I'm sorry for what you said"", 0.19844870269298553)]","[('I am very shocked by your words, try repeating them if you want to fight', 0.027402976527810097), (""I didn't understand what you said, can you repeat it?"", 0.6743685007095337), (""I didn't understand what you said"", 0.21893540024757385), (""I'm sorry for what you said"", 0.0792931467294693)]","I didn't understand what you said, can you repeat it?","I didn't understand what you said, can you repeat it?"
12,"Hi Sara, what's up?","Hi Zoe, remember when I introduced you to Mark and you said you'd return the favor? Well your friend Steve is very cute.",What is the intended meaning of the target?,"[""I'd like you to introduce me to Steve"", 'You owe me a favor for introducing you to Mark', 'I want you to know that I like Steve', 'You should introduce Steve to Mark']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hi Sara, what's up?
Target sentence: Hi Zoe, remember when I introduced you to Mark and you said you'd return the favor? Well your friend Steve is very cute.
Question: What is the intended meaning of the target?
Choices:

1. I'd like you to introduce me to Steve
2. You owe me a favor for introducing you to Mark
3. I want you to know that I like Steve
4. You should introduce Steve to Mark
 The correct answer is:","[(""I'd like you to introduce me to Steve"", 0.2375219315290451), ('You owe me a favor for introducing you to Mark', 0.2231312096118927), ('I want you to know that I like Steve', 0.2528407871723175), ('You should introduce Steve to Mark', 0.28650614619255066)]","[(""I'd like you to introduce me to Steve"", 0.2937256991863251), ('You owe me a favor for introducing you to Mark', 0.34340015053749084), ('I want you to know that I like Steve', 0.2983512282371521), ('You should introduce Steve to Mark', 0.06452297419309616)]",You should introduce Steve to Mark,You owe me a favor for introducing you to Mark
13,Tomorrow we could go for a trip to the lake,"My car is broken, does yours work?",What is the intended meaning of the target?,"['I want you to take your car', 'I want to know if your car works', 'I want to go to the lake by car', 'I want to walk to the lake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Tomorrow we could go for a trip to the lake
Target sentence: My car is broken, does yours work?
Question: What is the intended meaning of the target?
Choices:

1. I want you to take your car
2. I want to know if your car works
3. I want to go to the lake by car
4. I want to walk to the lake
 The correct answer is:","[('I want you to take your car', 0.19084432721138), ('I want to know if your car works', 0.5878419280052185), ('I want to go to the lake by car', 0.1311652660369873), ('I want to walk to the lake', 0.09014848619699478)]","[('I want you to take your car', 0.08124347031116486), ('I want to know if your car works', 0.34743425250053406), ('I want to go to the lake by car', 0.4602756202220917), ('I want to walk to the lake', 0.11104666441679001)]",I want to know if your car works,I want to go to the lake by car
14,Did you hear that Mark and Katie had a baby?,"Yes, Mark gave her a beautiful ring after giving birth. We have two children and I can't see anything on my finger.",What is the intended meaning of the target?,"['I want you to give me a ring', ""You didn't give me any rings after our children were born"", 'Katie has a ring and I have none', ""Katie's ring is beautiful""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Did you hear that Mark and Katie had a baby?
Target sentence: Yes, Mark gave her a beautiful ring after giving birth. We have two children and I can't see anything on my finger.
Question: What is the intended meaning of the target?
Choices:

1. I want you to give me a ring
2. You didn't give me any rings after our children were born
3. Katie has a ring and I have none
4. Katie's ring is beautiful
 The correct answer is:","[('I want you to give me a ring', 0.19828972220420837), (""You didn't give me any rings after our children were born"", 0.18627595901489258), ('Katie has a ring and I have none', 0.2885098457336426), (""Katie's ring is beautiful"", 0.32692447304725647)]","[('I want you to give me a ring', 0.46598437428474426), (""You didn't give me any rings after our children were born"", 0.3629089891910553), ('Katie has a ring and I have none', 0.10397516936063766), (""Katie's ring is beautiful"", 0.0671314150094986)]",Katie's ring is beautiful,I want you to give me a ring
15,"Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year .","Sounds quite fruitful , why do you call it still a nightmare then ?",What is the intended meaning of the target?,"[""You don't have to say that the trip was a nightmare"", ""The trip wasn't a nightmare"", 'I think your business trip was very interesting', 'You should go on another business trip']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year .
Target sentence: Sounds quite fruitful , why do you call it still a nightmare then ?
Question: What is the intended meaning of the target?
Choices:

1. You don't have to say that the trip was a nightmare
2. The trip wasn't a nightmare
3. I think your business trip was very interesting
4. You should go on another business trip
 The correct answer is:","[(""You don't have to say that the trip was a nightmare"", 0.22210727632045746), (""The trip wasn't a nightmare"", 0.4702011048793793), ('I think your business trip was very interesting', 0.19600898027420044), ('You should go on another business trip', 0.11168254911899567)]","[(""You don't have to say that the trip was a nightmare"", 0.6031192541122437), (""The trip wasn't a nightmare"", 0.10480640828609467), ('I think your business trip was very interesting', 0.18394099175930023), ('You should go on another business trip', 0.10813332349061966)]",The trip wasn't a nightmare,You don't have to say that the trip was a nightmare
16,Do you want dessert now?,I actually felt like drinking a coffee. I don't know if you have any at home.,What is the intended meaning of the target?,"['I would like you to make me a coffee', 'I want to know if you have any coffee', 'I would like to drink some coffee', ""I don't like dessert""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Do you want dessert now?
Target sentence: I actually felt like drinking a coffee. I don't know if you have any at home.
Question: What is the intended meaning of the target?
Choices:

1. I would like you to make me a coffee
2. I want to know if you have any coffee
3. I would like to drink some coffee
4. I don't like dessert
 The correct answer is:","[('I would like you to make me a coffee', 0.1896684616804123), ('I want to know if you have any coffee', 0.29376426339149475), ('I would like to drink some coffee', 0.4549909830093384), (""I don't like dessert"", 0.06157633289694786)]","[('I would like you to make me a coffee', 0.1708991974592209), ('I want to know if you have any coffee', 0.5691812038421631), ('I would like to drink some coffee', 0.20614376664161682), (""I don't like dessert"", 0.05377581715583801)]",I would like to drink some coffee,I want to know if you have any coffee
17,After the first course we can choose whether to eat the second course or move directly to dessert,"I'm still very hungry, what did you cook for second?",What is the intended meaning of the target?,"['I would like you to bring me the second course', 'I would like to know what you cooked for the second course', 'I want to eat something more', 'I would like to eat dessert']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: After the first course we can choose whether to eat the second course or move directly to dessert
Target sentence: I'm still very hungry, what did you cook for second?
Question: What is the intended meaning of the target?
Choices:

1. I would like you to bring me the second course
2. I would like to know what you cooked for the second course
3. I want to eat something more
4. I would like to eat dessert
 The correct answer is:","[('I would like you to bring me the second course', 0.1578415334224701), ('I would like to know what you cooked for the second course', 0.486186146736145), ('I want to eat something more', 0.2602367103099823), ('I would like to eat dessert', 0.09573572874069214)]","[('I would like you to bring me the second course', 0.08350571244955063), ('I would like to know what you cooked for the second course', 0.5618107318878174), ('I want to eat something more', 0.15120930969715118), ('I would like to eat dessert', 0.20347435772418976)]",I would like to know what you cooked for the second course,I would like to know what you cooked for the second course
18,So Mark are you enjoying dinner?,It's all delicious but I can't get to the water,What is the intended meaning of the target?,"['I would like you to pass me the water', ""I'm far from the water"", 'I would like you to know that I really like dinner', 'I only drank wine during dinner']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: So Mark are you enjoying dinner?
Target sentence: It's all delicious but I can't get to the water
Question: What is the intended meaning of the target?
Choices:

1. I would like you to pass me the water
2. I'm far from the water
3. I would like you to know that I really like dinner
4. I only drank wine during dinner
 The correct answer is:","[('I would like you to pass me the water', 0.394366592168808), (""I'm far from the water"", 0.19829997420310974), ('I would like you to know that I really like dinner', 0.27104392647743225), ('I only drank wine during dinner', 0.13628944754600525)]","[('I would like you to pass me the water', 0.3057709336280823), (""I'm far from the water"", 0.11974161118268967), ('I would like you to know that I really like dinner', 0.5536795854568481), ('I only drank wine during dinner', 0.020807970315217972)]",I would like you to pass me the water,I would like you to know that I really like dinner
19,Did you hear that a new Chinese restaurant just opened?,"Yes I would like to go tonight, but all my friends are busy. Do you have plans for tonight?",What is the intended meaning of the target?,"['I would like you to come with me to the new Chinese restaurant', 'I would like to know what your plans are for tonight', 'I would like to go to the new Chinese restaurant', ""I don't like Chinese food""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Did you hear that a new Chinese restaurant just opened?
Target sentence: Yes I would like to go tonight, but all my friends are busy. Do you have plans for tonight?
Question: What is the intended meaning of the target?
Choices:

1. I would like you to come with me to the new Chinese restaurant
2. I would like to know what your plans are for tonight
3. I would like to go to the new Chinese restaurant
4. I don't like Chinese food
 The correct answer is:","[('I would like you to come with me to the new Chinese restaurant', 0.2277330458164215), ('I would like to know what your plans are for tonight', 0.24242058396339417), ('I would like to go to the new Chinese restaurant', 0.4821108877658844), (""I don't like Chinese food"", 0.047735441476106644)]","[('I would like you to come with me to the new Chinese restaurant', 0.3173820674419403), ('I would like to know what your plans are for tonight', 0.1955334097146988), ('I would like to go to the new Chinese restaurant', 0.4406413435935974), (""I don't like Chinese food"", 0.04644325375556946)]",I would like to go to the new Chinese restaurant,I would like to go to the new Chinese restaurant
20,"Oh , uh ... Thanks .",Cigarette ? ,What is the intended meaning of the target?,"[""I'm offering you a cigarette"", ""I'm asking you a cigarette"", 'I want to know if you have a cigarette', ""I don't want to smoke""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Oh , uh ... Thanks .
Target sentence: Cigarette ? 
Question: What is the intended meaning of the target?
Choices:

1. I'm offering you a cigarette
2. I'm asking you a cigarette
3. I want to know if you have a cigarette
4. I don't want to smoke
 The correct answer is:","[(""I'm offering you a cigarette"", 0.22723610699176788), (""I'm asking you a cigarette"", 0.35195016860961914), ('I want to know if you have a cigarette', 0.27409908175468445), (""I don't want to smoke"", 0.14671465754508972)]","[(""I'm offering you a cigarette"", 0.13573171198368073), (""I'm asking you a cigarette"", 0.03326248377561569), ('I want to know if you have a cigarette', 0.5203127861022949), (""I don't want to smoke"", 0.3106929361820221)]",I'm asking you a cigarette,I want to know if you have a cigarette
21,What do you think of this actor?,I could tell you if I could just watch the movie without your constant interruptions,What is the intended meaning of the target?,"['You should stop talking', 'I would like to watch the film without interruption', ""I can't understand the plot of the film"", ""I don't like the movie""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What do you think of this actor?
Target sentence: I could tell you if I could just watch the movie without your constant interruptions
Question: What is the intended meaning of the target?
Choices:

1. You should stop talking
2. I would like to watch the film without interruption
3. I can't understand the plot of the film
4. I don't like the movie
 The correct answer is:","[('You should stop talking', 0.1648411899805069), ('I would like to watch the film without interruption', 0.6940073370933533), (""I can't understand the plot of the film"", 0.04722779244184494), (""I don't like the movie"", 0.09392368048429489)]","[('You should stop talking', 0.023183105513453484), ('I would like to watch the film without interruption', 0.3626447916030884), (""I can't understand the plot of the film"", 0.437433123588562), (""I don't like the movie"", 0.17673896253108978)]",I would like to watch the film without interruption,I can't understand the plot of the film
22,The audio is too low you can't hear anything,You have the remote control,What is the intended meaning of the target?,"['I would like you to turn up the volume', ""I don't have the remote control"", 'I would like you to turn the volume down', 'I would like you to give me the remote control']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The audio is too low you can't hear anything
Target sentence: You have the remote control
Question: What is the intended meaning of the target?
Choices:

1. I would like you to turn up the volume
2. I don't have the remote control
3. I would like you to turn the volume down
4. I would like you to give me the remote control
 The correct answer is:","[('I would like you to turn up the volume', 0.2866179347038269), (""I don't have the remote control"", 0.1534155160188675), ('I would like you to turn the volume down', 0.08741353452205658), ('I would like you to give me the remote control', 0.4725530743598938)]","[('I would like you to turn up the volume', 0.23357287049293518), (""I don't have the remote control"", 0.3293905258178711), ('I would like you to turn the volume down', 0.19978545606136322), ('I would like you to give me the remote control', 0.23725110292434692)]",I would like you to give me the remote control,I don't have the remote control
23,I can't turn off the television,"I'll help you, but you have the remote control",What is the intended meaning of the target?,"['You should pass me the remote control', ""I don't have the remote control"", 'You have to use the remote control', 'The television is broken']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I can't turn off the television
Target sentence: I'll help you, but you have the remote control
Question: What is the intended meaning of the target?
Choices:

1. You should pass me the remote control
2. I don't have the remote control
3. You have to use the remote control
4. The television is broken
 The correct answer is:","[('You should pass me the remote control', 0.4388239085674286), (""I don't have the remote control"", 0.23488552868366241), ('You have to use the remote control', 0.2500343322753906), ('The television is broken', 0.076256163418293)]","[('You should pass me the remote control', 0.04574442282319069), (""I don't have the remote control"", 0.7044693827629089), ('You have to use the remote control', 0.136567622423172), ('The television is broken', 0.1132185310125351)]",You should pass me the remote control,I don't have the remote control
24,How can I help you?,I can't find the lemons,What is the intended meaning of the target?,"['You could help me find the lemons', ""I don't know where the lemons are"", 'I need lemons', ""I don't need your help""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How can I help you?
Target sentence: I can't find the lemons
Question: What is the intended meaning of the target?
Choices:

1. You could help me find the lemons
2. I don't know where the lemons are
3. I need lemons
4. I don't need your help
 The correct answer is:","[('You could help me find the lemons', 0.2745484709739685), (""I don't know where the lemons are"", 0.2579144239425659), ('I need lemons', 0.3111041784286499), (""I don't need your help"", 0.15643300116062164)]","[('You could help me find the lemons', 0.12777572870254517), (""I don't know where the lemons are"", 0.7352985143661499), ('I need lemons', 0.027633437886834145), (""I don't need your help"", 0.10929236561059952)]",I need lemons,I don't know where the lemons are
25,Change the channel I don't like this show,The remote control is on your right,What is the intended meaning of the target?,"['Take the remote control to change channels', ""I'm not near the remote control"", 'The remote control is needed to change channels', ""I don't want to change the channel""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Change the channel I don't like this show
Target sentence: The remote control is on your right
Question: What is the intended meaning of the target?
Choices:

1. Take the remote control to change channels
2. I'm not near the remote control
3. The remote control is needed to change channels
4. I don't want to change the channel
 The correct answer is:","[('Take the remote control to change channels', 0.3257111608982086), (""I'm not near the remote control"", 0.1357766091823578), ('The remote control is needed to change channels', 0.4451943635940552), (""I don't want to change the channel"", 0.09331780672073364)]","[('Take the remote control to change channels', 0.04936543107032776), (""I'm not near the remote control"", 0.09515435248613358), ('The remote control is needed to change channels', 0.1300605833530426), (""I don't want to change the channel"", 0.7254197001457214)]",The remote control is needed to change channels,I don't want to change the channel
